category,category_image_url,name,slug,image_url,gallery_image_urls,features,overview,technical_info,regular_price,sale_price,is_active,meta_title,meta_description,meta_keywords,sku_title,sku_id,sku_quantity,sku_shipping_status,sku_weight
Diagnostic Tools,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=600,JKR Eco Light Model-0130,jkr-jkr-eco-light-model-0130-130,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Eco Light Model-0130 represents the pinnacle of Diagnostic Tools technology, offering unmatched reliability.","Dimensions: 43x61cm
Voltage: 110-240V
Warranty: 2 Years",1832,1648.8,TRUE,JKR Eco Light Model-0130 | Buy Professional Light Online,Looking for JKR Eco Light Model-0130? We offer the best prices on Diagnostic Tools in the UAE. Fast delivery and warranty included.,"Diagnostic Tools, Light, JKR International, Buy Online",Standard Package,JKR-PROD-0130-SKU,996,available,2.5
Medical Equipment,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=600,JKR Pro Analyzer Model-0131,jkr-jkr-pro-analyzer-model-0131-131,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Pro Analyzer Model-0131 represents the pinnacle of Medical Equipment technology, offering unmatched reliability.","Dimensions: 88x62cm
Voltage: 110-240V
Warranty: 2 Years",7976,7178.4,TRUE,JKR Pro Analyzer Model-0131 | Buy Professional Analyzer Online,Looking for JKR Pro Analyzer Model-0131? We offer the best prices on Medical Equipment in the UAE. Fast delivery and warranty included.,"Medical Equipment, Analyzer, JKR International, Buy Online",Standard Package,JKR-PROD-0131-SKU,100,available,2.5
Consumables,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=600,JKR Compact Inhaler Model-0132,jkr-jkr-compact-inhaler-model-0132-132,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Compact Inhaler Model-0132 represents the pinnacle of Consumables technology, offering unmatched reliability.","Dimensions: 70x29cm
Voltage: 110-240V
Warranty: 2 Years",2795,2515.5,TRUE,JKR Compact Inhaler Model-0132 | Buy Professional Inhaler Online,Looking for JKR Compact Inhaler Model-0132? We offer the best prices on Consumables in the UAE. Fast delivery and warranty included.,"Consumables, Inhaler, JKR International, Buy Online",Standard Package,JKR-PROD-0132-SKU,681,available,2.5
Laboratory,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=600,JKR Eco Inhaler Model-0133,jkr-jkr-eco-inhaler-model-0133-133,https://images.unsplash.com/photo-1576091160550-217359f4ecf8?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1631815541542-e5510659359e?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Eco Inhaler Model-0133 represents the pinnacle of Laboratory technology, offering unmatched reliability.","Dimensions: 80x83cm
Voltage: 110-240V
Warranty: 2 Years",8721,7848.9,TRUE,JKR Eco Inhaler Model-0133 | Buy Professional Inhaler Online,Looking for JKR Eco Inhaler Model-0133? We offer the best prices on Laboratory in the UAE. Fast delivery and warranty included.,"Laboratory, Inhaler, JKR International, Buy Online",Standard Package,JKR-PROD-0133-SKU,95,available,2.5
Surgical Supplies,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=600,JKR Ultra Dispenser Model-0134,jkr-jkr-ultra-dispenser-model-0134-134,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1631815541542-e5510659359e?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1576091160550-217359f4ecf8?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Ultra Dispenser Model-0134 represents the pinnacle of Surgical Supplies technology, offering unmatched reliability.","Dimensions: 58x46cm
Voltage: 110-240V
Warranty: 2 Years",137,123.3,TRUE,JKR Ultra Dispenser Model-0134 | Buy Professional Dispenser Online,Looking for JKR Ultra Dispenser Model-0134? We offer the best prices on Surgical Supplies in the UAE. Fast delivery and warranty included.,"Surgical Supplies, Dispenser, JKR International, Buy Online",Standard Package,JKR-PROD-0134-SKU,916,available,2.5
Laboratory,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=600,JKR Elite Light Model-0135,jkr-jkr-elite-light-model-0135-135,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Elite Light Model-0135 represents the pinnacle of Laboratory technology, offering unmatched reliability.","Dimensions: 87x84cm
Voltage: 110-240V
Warranty: 2 Years",7589,6830.1,TRUE,JKR Elite Light Model-0135 | Buy Professional Light Online,Looking for JKR Elite Light Model-0135? We offer the best prices on Laboratory in the UAE. Fast delivery and warranty included.,"Laboratory, Light, JKR International, Buy Online",Standard Package,JKR-PROD-0135-SKU,931,available,2.5
Surgical Supplies,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=600,JKR Compact Analyzer Model-0136,jkr-jkr-compact-analyzer-model-0136-136,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Compact Analyzer Model-0136 represents the pinnacle of Surgical Supplies technology, offering unmatched reliability.","Dimensions: 85x35cm
Voltage: 110-240V
Warranty: 2 Years",3050,2745.0,TRUE,JKR Compact Analyzer Model-0136 | Buy Professional Analyzer Online,Looking for JKR Compact Analyzer Model-0136? We offer the best prices on Surgical Supplies in the UAE. Fast delivery and warranty included.,"Surgical Supplies, Analyzer, JKR International, Buy Online",Standard Package,JKR-PROD-0136-SKU,786,available,2.5
Home Care,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=600,JKR Pro Dispenser Model-0137,jkr-jkr-pro-dispenser-model-0137-137,https://images.unsplash.com/photo-1631815541542-e5510659359e?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Pro Dispenser Model-0137 represents the pinnacle of Home Care technology, offering unmatched reliability.","Dimensions: 70x54cm
Voltage: 110-240V
Warranty: 2 Years",5989,5390.1,TRUE,JKR Pro Dispenser Model-0137 | Buy Professional Dispenser Online,Looking for JKR Pro Dispenser Model-0137? We offer the best prices on Home Care in the UAE. Fast delivery and warranty included.,"Home Care, Dispenser, JKR International, Buy Online",Standard Package,JKR-PROD-0137-SKU,61,available,2.5
Home Care,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=600,JKR Eco Light Model-0138,jkr-jkr-eco-light-model-0138-138,https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Eco Light Model-0138 represents the pinnacle of Home Care technology, offering unmatched reliability.","Dimensions: 23x31cm
Voltage: 110-240V
Warranty: 2 Years",5705,5134.5,TRUE,JKR Eco Light Model-0138 | Buy Professional Light Online,Looking for JKR Eco Light Model-0138? We offer the best prices on Home Care in the UAE. Fast delivery and warranty included.,"Home Care, Light, JKR International, Buy Online",Standard Package,JKR-PROD-0138-SKU,64,available,2.5
Surgical Supplies,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=600,JKR Elite Inhaler Model-0139,jkr-jkr-elite-inhaler-model-0139-139,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1631815541542-e5510659359e?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Elite Inhaler Model-0139 represents the pinnacle of Surgical Supplies technology, offering unmatched reliability.","Dimensions: 39x25cm
Voltage: 110-240V
Warranty: 2 Years",7358,6622.2,TRUE,JKR Elite Inhaler Model-0139 | Buy Professional Inhaler Online,Looking for JKR Elite Inhaler Model-0139? We offer the best prices on Surgical Supplies in the UAE. Fast delivery and warranty included.,"Surgical Supplies, Inhaler, JKR International, Buy Online",Standard Package,JKR-PROD-0139-SKU,494,available,2.5
Consumables,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=600,JKR Compact Sterilizer Model-0140,jkr-jkr-compact-sterilizer-model-0140-140,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1631815541542-e5510659359e?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Compact Sterilizer Model-0140 represents the pinnacle of Consumables technology, offering unmatched reliability.","Dimensions: 46x52cm
Voltage: 110-240V
Warranty: 2 Years",3386,3047.4,TRUE,JKR Compact Sterilizer Model-0140 | Buy Professional Sterilizer Online,Looking for JKR Compact Sterilizer Model-0140? We offer the best prices on Consumables in the UAE. Fast delivery and warranty included.,"Consumables, Sterilizer, JKR International, Buy Online",Standard Package,JKR-PROD-0140-SKU,648,available,2.5
Diagnostic Tools,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=600,JKR Smart Sterilizer Model-0141,jkr-jkr-smart-sterilizer-model-0141-141,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1576091160550-217359f4ecf8?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Smart Sterilizer Model-0141 represents the pinnacle of Diagnostic Tools technology, offering unmatched reliability.","Dimensions: 47x84cm
Voltage: 110-240V
Warranty: 2 Years",8984,8085.6,TRUE,JKR Smart Sterilizer Model-0141 | Buy Professional Sterilizer Online,Looking for JKR Smart Sterilizer Model-0141? We offer the best prices on Diagnostic Tools in the UAE. Fast delivery and warranty included.,"Diagnostic Tools, Sterilizer, JKR International, Buy Online",Standard Package,JKR-PROD-0141-SKU,226,available,2.5
Medical Equipment,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=600,JKR Elite Ventilator Model-0142,jkr-jkr-elite-ventilator-model-0142-142,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1576091160550-217359f4ecf8?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Elite Ventilator Model-0142 represents the pinnacle of Medical Equipment technology, offering unmatched reliability.","Dimensions: 44x33cm
Voltage: 110-240V
Warranty: 2 Years",8068,7261.2,TRUE,JKR Elite Ventilator Model-0142 | Buy Professional Ventilator Online,Looking for JKR Elite Ventilator Model-0142? We offer the best prices on Medical Equipment in the UAE. Fast delivery and warranty included.,"Medical Equipment, Ventilator, JKR International, Buy Online",Standard Package,JKR-PROD-0142-SKU,265,available,2.5
Medical Equipment,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=600,JKR Eco Compressor Model-0143,jkr-jkr-eco-compressor-model-0143-143,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1631815541542-e5510659359e?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Eco Compressor Model-0143 represents the pinnacle of Medical Equipment technology, offering unmatched reliability.","Dimensions: 90x39cm
Voltage: 110-240V
Warranty: 2 Years",5376,4838.4,TRUE,JKR Eco Compressor Model-0143 | Buy Professional Compressor Online,Looking for JKR Eco Compressor Model-0143? We offer the best prices on Medical Equipment in the UAE. Fast delivery and warranty included.,"Medical Equipment, Compressor, JKR International, Buy Online",Standard Package,JKR-PROD-0143-SKU,571,available,2.5
Medical Equipment,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=600,JKR Eco Compressor Model-0144,jkr-jkr-eco-compressor-model-0144-144,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Eco Compressor Model-0144 represents the pinnacle of Medical Equipment technology, offering unmatched reliability.","Dimensions: 66x67cm
Voltage: 110-240V
Warranty: 2 Years",4807,4326.3,TRUE,JKR Eco Compressor Model-0144 | Buy Professional Compressor Online,Looking for JKR Eco Compressor Model-0144? We offer the best prices on Medical Equipment in the UAE. Fast delivery and warranty included.,"Medical Equipment, Compressor, JKR International, Buy Online",Standard Package,JKR-PROD-0144-SKU,123,available,2.5
Home Care,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=600,JKR Eco Ventilator Model-0145,jkr-jkr-eco-ventilator-model-0145-145,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Eco Ventilator Model-0145 represents the pinnacle of Home Care technology, offering unmatched reliability.","Dimensions: 43x33cm
Voltage: 110-240V
Warranty: 2 Years",4928,4435.2,TRUE,JKR Eco Ventilator Model-0145 | Buy Professional Ventilator Online,Looking for JKR Eco Ventilator Model-0145? We offer the best prices on Home Care in the UAE. Fast delivery and warranty included.,"Home Care, Ventilator, JKR International, Buy Online",Standard Package,JKR-PROD-0145-SKU,147,available,2.5
